Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T093_001,SE_T095_001,SE_T095_002,SE_T095_003,SE_T101_001,SE_T114_001,SE_T114_002,SE_T114_003,SE_T115_001,SE_T115_002,SE_T115_003,SE_T116_001,SE_T116_002,SE_T116_003,SE_T142_001
"29510119300","14000US29510119300","Census Tract 1193, St. Louis city, Missouri","Census Tract 1193, St. Louis city, Missouri","mo","140","00","ACSSF","0005703",,,,,"29","510",,,,"119300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109,4109,3972,2056,1130,18,607,11,38,112,137,108,0,12,0,0,17,0,1710,1710,1293,417,337500,183,70,113,1912,992,920,323,64,259,52
"29510120200","14000US29510120200","Census Tract 1202, St. Louis city, Missouri","Census Tract 1202, St. Louis city, Missouri","mo","140","00","ACSSF","0005704",,,,,"29","510",,,,"120200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1470,1470,161,1248,0,3,0,0,58,0,0,0,0,0,0,0,0,668,668,444,224,,530,367,163,760,384,376,103,44,59,128
"29510121100","14000US29510121100","Census Tract 1211, St. Louis city, Missouri","Census Tract 1211, St. Louis city, Missouri","mo","140","00","ACSSF","0005705",,,,,"29","510",,,,"121100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,1711,1706,236,1407,0,63,0,0,0,5,0,5,0,0,0,0,0,1070,1070,922,148,,209,172,37,998,539,459,327,135,192,13
"29510121200","14000US29510121200","Census Tract 1212, St. Louis city, Missouri","Census Tract 1212, St. Louis city, Missouri","mo","140","00","ACSSF","0005706",,,,,"29","510",,,,"121200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,2343,2324,47,2204,0,0,0,0,73,19,0,4,0,0,0,0,15,1180,1180,896,284,97300,1039,706,333,1071,475,596,233,135,98,101
"29510123100","14000US29510123100","Census Tract 1231, St. Louis city, Missouri","Census Tract 1231, St. Louis city, Missouri","mo","140","00","ACSSF","0005707",,,,,"29","510",,,,"123100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,3669,3538,1070,2437,0,15,0,0,16,131,47,21,48,0,0,15,0,1921,1921,1528,393,154400,868,91,777,2558,478,2080,212,66,146,741
"29510123200","14000US29510123200","Census Tract 1232, St. Louis city, Missouri","Census Tract 1232, St. Louis city, Missouri","mo","140","00","ACSSF","0005708",,,,,"29","510",,,,"123200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,2407,2397,1593,684,0,48,0,28,44,10,10,0,0,0,0,0,0,1580,1580,1375,205,233200,294,74,220,1792,287,1505,321,73,248,508
"29510123300","14000US29510123300","Census Tract 1233, St. Louis city, Missouri","Census Tract 1233, St. Louis city, Missouri","mo","140","00","ACSSF","0005709",,,,,"29","510",,,,"123300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3029,3029,2954,1943,957,5,0,0,0,49,75,64,0,0,0,0,11,0,1732,1732,1449,283,201400,486,104,382,2317,282,2035,170,14,156,576
"29510124100","14000US29510124100","Census Tract 1241, St. Louis city, Missouri","Census Tract 1241, St. Louis city, Missouri","mo","140","00","ACSSF","0005710",,,,,"29","510",,,,"124100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506,5506,4936,1130,3558,0,22,0,46,180,570,393,6,0,0,0,160,11,2460,2460,1784,676,69700,1996,1164,832,3151,929,2222,330,128,202,532
"29510124200","14000US29510124200","Census Tract 1242, St. Louis city, Missouri","Census Tract 1242, St. Louis city, Missouri","mo","140","00","ACSSF","0005711",,,,,"29","510",,,,"124200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551,3551,3233,831,2152,0,28,0,14,208,318,118,0,0,0,0,200,0,1916,1916,1311,605,130700,1147,600,547,2079,698,1381,241,130,111,444
"29510124300","14000US29510124300","Census Tract 1243, St. Louis city, Missouri","Census Tract 1243, St. Louis city, Missouri","mo","140","00","ACSSF","0005712",,,,,"29","510",,,,"124300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117,3117,3029,2218,724,0,6,0,7,74,88,37,0,0,0,0,51,0,1983,1983,1541,442,168400,389,55,334,2380,460,1920,348,63,285,886
"29510124600","14000US29510124600","Census Tract 1246, St. Louis city, Missouri","Census Tract 1246, St. Louis city, Missouri","mo","140","00","ACSSF","0005713",,,,,"29","510",,,,"124600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,1780,1745,499,1182,0,6,0,0,58,35,29,0,0,0,0,0,6,960,960,700,260,49800,539,429,110,1138,565,573,99,32,67,178
"29510125500","14000US29510125500","Census Tract 1255, St. Louis city, Missouri","Census Tract 1255, St. Louis city, Missouri","mo","140","00","ACSSF","0005714",,,,,"29","510",,,,"125500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2976,2976,2897,1776,880,0,184,0,46,11,79,40,0,0,0,0,39,0,3290,3290,2054,1236,174400,129,0,129,2655,402,2253,113,36,77,382
"29510125600","14000US29510125600","Census Tract 1256, St. Louis city, Missouri","Census Tract 1256, St. Louis city, Missouri","mo","140","00","ACSSF","0005715",,,,,"29","510",,,,"125600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4548,4548,4428,1987,2125,1,279,0,0,36,120,85,0,0,0,0,35,0,3134,3134,2777,357,214000,389,282,107,3368,388,2980,131,31,100,203
"29510125700","14000US29510125700","Census Tract 1257, St. Louis city, Missouri","Census Tract 1257, St. Louis city, Missouri","mo","140","00","ACSSF","0005716",,,,,"29","510",,,,"125700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708,3708,3708,65,3635,0,0,0,0,8,0,0,0,0,0,0,0,0,1758,1758,1524,234,,1489,1185,304,1868,1033,835,351,54,297,60
"29510126600","14000US29510126600","Census Tract 1266, St. Louis city, Missouri","Census Tract 1266, St. Louis city, Missouri","mo","140","00","ACSSF","0005717",,,,,"29","510",,,,"126600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,3618,3535,674,2859,2,0,0,0,0,83,70,0,0,0,0,13,0,1575,1575,1203,372,127300,1071,559,512,2000,755,1245,121,72,49,316
"29510126700","14000US29510126700","Census Tract 1267, St. Louis city, Missouri","Census Tract 1267, St. Louis city, Missouri","mo","140","00","ACSSF","0005718",,,,,"29","510",,,,"126700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,1173,1169,414,734,0,0,0,0,21,4,0,0,0,0,0,0,4,999,999,512,487,42800,156,98,58,885,393,492,132,52,80,207
"29510126800","14000US29510126800","Census Tract 1268, St. Louis city, Missouri","Census Tract 1268, St. Louis city, Missouri","mo","140","00","ACSSF","0005719",,,,,"29","510",,,,"126800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375,3375,3189,2747,209,0,54,0,44,135,186,171,0,0,0,0,0,15,1928,1928,1741,187,124600,396,9,387,2655,261,2394,315,16,299,1141
"29510126900","14000US29510126900","Census Tract 1269, St. Louis city, Missouri","Census Tract 1269, St. Louis city, Missouri","mo","140","00","ACSSF","0005720",,,,,"29","510",,,,"126900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207,4207,4174,57,4071,0,0,0,0,46,33,13,8,0,0,0,12,0,2279,2279,1629,650,61300,1130,697,433,2230,690,1540,697,153,544,1018
"29510127000","14000US29510127000","Census Tract 1270, St. Louis city, Missouri","Census Tract 1270, St. Louis city, Missouri","mo","140","00","ACSSF","0005721",,,,,"29","510",,,,"127000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,1978,1959,307,1652,0,0,0,0,0,19,10,0,0,0,0,9,0,849,849,578,271,61000,269,117,152,730,200,530,116,37,79,201
"29510127100","14000US29510127100","Census Tract 1271, St. Louis city, Missouri","Census Tract 1271, St. Louis city, Missouri","mo","140","00","ACSSF","0005722",,,,,"29","510",,,,"127100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,1991,1957,58,1894,0,0,0,0,5,34,24,0,0,0,0,0,10,1317,1317,830,487,77100,473,366,107,1129,437,692,320,61,259,239
"29510127200","14000US29510127200","Census Tract 1272, St. Louis city, Missouri","Census Tract 1272, St. Louis city, Missouri","mo","140","00","ACSSF","0005723",,,,,"29","510",,,,"127200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,4331,4291,3155,885,13,113,0,0,125,40,40,0,0,0,0,0,0,2363,2363,2183,180,132500,581,66,515,3023,504,2519,717,51,666,1020
"29510127300","14000US29510127300","Census Tract 1273, St. Louis city, Missouri","Census Tract 1273, St. Louis city, Missouri","mo","140","00","ACSSF","0005724",,,,,"29","510",,,,"127300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655,3655,3481,1133,2230,0,54,0,0,64,174,134,13,0,0,0,19,8,1836,1836,1606,230,205400,842,344,498,2303,674,1629,368,109,259,603
"29510127400","14000US29510127400","Census Tract 1274, St. Louis city, Missouri","Census Tract 1274, St. Louis city, Missouri","mo","140","00","ACSSF","0005725",,,,,"29","510",,,,"127400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5817,5817,5713,1782,3823,0,46,0,0,62,104,95,9,0,0,0,0,0,2368,2368,2243,125,199700,1822,1303,519,3433,1267,2166,399,36,363,776
"29510127500","14000US29510127500","Census Tract 1275, St. Louis city, Missouri","Census Tract 1275, St. Louis city, Missouri","mo","140","00","ACSSF","0005726",,,,,"29","510",,,,"127500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476,2476,2442,388,2047,0,0,0,0,7,34,34,0,0,0,0,0,0,1616,1616,1333,283,165600,580,274,306,1683,416,1267,204,96,108,120
"29510127600","14000US29510127600","Census Tract 1276, St. Louis city, Missouri","Census Tract 1276, St. Louis city, Missouri","mo","140","00","ACSSF","0005727",,,,,"29","510",,,,"127600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2957,2957,2926,2243,578,9,40,0,17,39,31,0,12,0,0,0,19,0,2244,2244,1886,358,195900,124,11,113,2584,352,2232,249,50,199,547
